sep=,
"Code","Description","Category","Last Cost","Avg. Cost","Excl. Price","Incl. Price","GP %","GP Amount","Qty on Hand","Active","Phys."
"KAF160","KAF 160","FM - KAYITES","R 0.00","0","0","0","0","0","0","Yes","Yes"
"KAF200","KAF 200","FM - KAYITES","R 0.00","0","0","0","0","0","-1","Yes","Yes"
"KAF250","KAF 250","FM - KAYITES","R 0.00","0","0","0","0","0","8","Yes","Yes"
"KAF315","KAF 315","FM - KAYITES","R 0.00","0","0","0","0","0","12","Yes","Yes"
"KAT 15/15 C2","TWIN BARE FAN 380/380 CW FCC",,"R 10,899.00","10899","0","0","0","-10899","1","Yes","Yes"
"KAZ120","KAZ 120","FM - KAYITES","R 479.32","479.32","0","0","0","-479.32","14","Yes","Yes"
"KAZ140","KAZ 140","FM - KAYITES","R 558.02","492.37","0","0","0","-492.37","3","Yes","Yes"
"KAZ160","KAZ 160","FM - KAYITES","R 629.56","555.49","0","0","0","-555.49","17","Yes","Yes"
"KDAXIS200","KDAXIS 200","FM - KAYITES","R 461.66","432.77","0","0","0","-432.77","19","Yes","Yes"
"KDAXIS250","KDAXIS 250","FM - KAYITES","R 537.48","538.3","0","0","0","-538.3","19","Yes","Yes"
"KDAXIS300","KDAXIS 300","FM - KAYITES","R 611.38","605.5","0","0","0","-605.5","23","Yes","Yes"
"KDAXIS350","KDAXIS 350","FM - KAYITES","R 692.07","672.82","0","0","0","-672.82","24","Yes","Yes"
"KDD 10/10-4/1","Fan KDD 10/10 550W 4P-1 3SY",,"R 4,215.00","4215","0","0","0","-4215","0","Yes","Yes"
"KDD 12/12-6-1","FAN KDD 12/12 517W 6P-1 3SY",,"R 6,088.00","6088","0","0","0","-6088","10","Yes","Yes"
"Keep-plate5mmOD","Keep Plate 5mm OD. 42mm, ID. 6mm",,"R 4.85","4.73","0","0","0","-4.73","252","Yes","Yes"
"KHA50","Speed Controller",,"R 0.00","0","0","0","0","0","-4","Yes","Yes"
"Kilometer","Travelled Kilometers","FM - MACHINERY","R 7.00","7","0","0","0","-7","200","Yes","Yes"
"KOMU250","KOMU250 - Non Return Damper","Vents","R 114.86","114.86","0","0","0","-114.86","23","Yes","Yes"
"KP2-S c/w","373 Watts 220/1/50",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"KP6-H AT","Attenuator",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"KP6-H.","Filter Unit with Primary and Hepa Filter",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"KSA-250-4K-M","KSA-250-4K-M",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"KSA-300-4K-M","KSA-300-4K-M","FM - KAYITES","R 0.00","0","0","0","0","0","0","Yes","Yes"
"KSA-350-4K-M","KSA-350-4K-M","FM - KAYITES","R 0.00","0","0","0","0","0","0","Yes","Yes"
"KSA4004M","KSA-400-4K-M-220V","FM - KAYITES","R 1,520.58","1520.58","0","0","0","-1520.58","0","Yes","Yes"
"KSA4004T","KSA-400-4K-T-380V","FM - KAYITES","R 1,520.58","1520.58","0","0","0","-1520.58","1","Yes","Yes"
"KSA4504M","KSA-450-4K-M-220V","FM - KAYITES","R 0.00","0","0","0","0","0","0","Yes","Yes"
"KSA4504T","KSA-450-4K-T-380V","FM - KAYITES","R 0.00","0","0","0","0","0","1","Yes","Yes"
"KSA5004M","KSA-500-4K-M-220V","FM - KAYITES","R 1,856.95","1547.46","0","0","0","-1547.46","-1","Yes","Yes"
"KSA5004T","KSA-500-4K-T-380V","FM - KAYITES","R 1,856.95","928.48","0","0","0","-928.48","0","Yes","Yes"
"KSA5504M","KSA-550-4K-M-220V","FM - KAYITES","R 0.00","0","0","0","0","0","0","Yes","Yes"
"KSA5504T","KSA-550-4K-T-380V","FM - KAYITES","R 0.00","0","0","0","0","0","0","Yes","Yes"
"KSA6004M","KSA-600-4K-M-220V","FM - KAYITES","R 0.00","0","0","0","0","0","0","Yes","Yes"
"KSA6004T","KSA-600-4K-T-380V","FM - KAYITES","R 0.00","0","0","0","0","0","1","Yes","Yes"
"KSB 150","INLINE SILENT FAN",,"R 0.00","0","0","0","0","0","-6","Yes","Yes"
"KSB250","KSB250","Vents","R 1,922.90","1922.9","0","0","0","-1922.9","-1","Yes","Yes"
"KUL","1/200 X 200 back draft damper",,"R 900.00","900","0","0","0","-900","30","Yes","Yes"
"L10101101","CA 100 VO - D Two Speed - Plastic","FM - VORTICE","R 0.00","0","0","0","0","0","0","Yes","Yes"
"L10101126","CA 125 VO - D Two Speed - Plastic","FM - VORTICE","R 0.00","0","0","0","0","0","0","Yes","Yes"
"L10101151","CA 150 VO - D Two Speed - Plastic","FM - VORTICE","R 0.00","0","0","0","0","0","0","Yes","Yes"
"L10101200","CA 200Q VO Lower Volume In-Line Tube Fan Plastic Casin","FM - VORTICE","R 0.00","0","0","0","0","0","0","Yes","Yes"
"L10101250","CA 250 VO In-Line Tube Fan Plastic Casing","FM - VORTICE","R 0.00","0","0","0","0","0","-1","Yes","Yes"
"L10101315","CA 315 VO In-Line Tube Fan Plastic Casing","FM - VORTICE","R 0.00","0","0","0","0","0","0","Yes","Yes"
"L10101317","CA 355","FM - VORTICE","R 0.00","0","0","0","0","0","-1","Yes","Yes"
"L20300630","24 - 630mm Louvre Shutter Size 756 X 756",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"L54202182","CMA 218-2T",,"R 2,399.64","2399.64","0","0","0","-2399.64","6","Yes","Yes"
"Labour.","Repair Dasqua 1012-2010-A COMBINATION SET SQUARE",,"R 650.00","2025","0","0","0","-2025","2","Yes","Yes"
"Laptop","Lenovo AMD RYZEN 7 (i7) 7730U 2.0GHz -8GB ram 512GB 15.6 ich FHD battery 3 Cell",,"R 11,999.00","11999","0","0","0","-11999","1","Yes","Yes"
"Laser Cutting","Fans Casing","BENDING/CUTTING","R 2,334.00","1904.5","0","0","0","-1904.5","4","Yes","Yes"
"Laser Cutting -","Program 1 Cutting & Bending","BENDING/CUTTING","R 3,550.00","3636.67","0","0","0","-3636.67","18","Yes","Yes"
"Laser Cutting - S","Special cut flanges","BENDING/CUTTING","R 742.00","742","0","0","0","-742","1","Yes","Yes"
"Laser Cutting - TB 315-560","Program TB 325-560","BENDING/CUTTING","R 2,760.00","2760","0","0","0","-2760","2","Yes","Yes"
"Laser Cutting - TB 630-800","Program TB 630-800","BENDING/CUTTING","R 2,760.00","2760","0","0","0","-2760","2","Yes","Yes"
"LASER CUTTING-255","255 x 298 x 5mm","BENDING/CUTTING","R 81.99","81.99","0","0","0","-81.99","2","Yes","Yes"
"LASER CUTTING-775","775 x 225 x 5mm","BENDING/CUTTING","R 217.32","217.32","0","0","0","-217.32","2","Yes","Yes"
"Laser Cutting-Axial P1","Axial Program 1 Cover","BENDING/CUTTING","R 2,950.00","2950","0","0","0","-2950","1","Yes","Yes"
"Laser Cutting-Axial P3","Axial Program 3 Covers","BENDING/CUTTING","R 2,950.00","2950","0","0","0","-2950","1","Yes","Yes"
"Laser Cutting-B","Program Buffalo","BENDING/CUTTING","R 3,230.00","3230","0","0","0","-3230","3","Yes","Yes"
"Laser Cutting-Bends","Laser Cutting Bends","BENDING/CUTTING","R 4.00","4.09","0","0","0","-4.09","452","Yes","Yes"
"Laser Cutting-P1000","Program 1000 - 4mm","BENDING/CUTTING","R 3,000.00","3000","0","0","0","-3000","3","Yes","Yes"
"Laser Cutting-P3","Program 3","BENDING/CUTTING","R 2,850.00","3103.33","0","0","0","-3103.33","15","Yes","Yes"
"Laser Cutting-P4","Program 4","BENDING/CUTTING","R 2,850.00","2545.38","0","0","0","-2545.38","13","Yes","Yes"
"Laser Cutting-P5","Program 5","BENDING/CUTTING","R 3,100.00","3100","0","0","0","-3100","1","Yes","Yes"
"Laser Cutting-P6","Program 6","BENDING/CUTTING","R 4,545.00","4545","0","0","0","-4545","2","Yes","Yes"
"Laser Cutting-P900","Program 900 - 4mm","BENDING/CUTTING","R 4,200.00","4200","0","0","0","-4200","3","Yes","Yes"
"Laser Cutting-S","Strips","BENDING/CUTTING","R 0.00","0","0","0","0","0","2","Yes","Yes"
"LCE 250","Extractor Ceiling Fan 250mm 220v",,"R 344.00","344","0","0","0","-344","18","Yes","Yes"
"LCF- 56","900mm Ceiling Sweep Fan",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"LDA9B710","LDA9B - Allumium bladed Impeller - Form B to suit 1.1kw 4Pole motor","FM - CFW FANS","R 1,737.00","1737","0","0","0","-1737","4","Yes","Yes"
"LDP 560/250/12/1440/","Form B - Blade Angle 15 Deg",,"R 1,729.00","1729","0","0","0","-1729","3","Yes","Yes"
"LEGESSS-COT135-100-03-M","LEGENDARY SHORT SLEEVE SHIRT BLUE M",,"R 520.87","520.87","0","0","0","-520.87","1","Yes","Yes"
"LEGESSS-COT135-101-03-M","LEGENDARY SHORT SLEEVE SHIRT NAVY M",,"R 520.87","520.87","0","0","0","-520.87","3","Yes","Yes"
"LEGESSS-COT135-914-04-L","LEGENDARY SHORT SLEEVE SHIRT FATIGUE L",,"R 520.87","520.87","0","0","0","-520.87","1","Yes","Yes"
"LEGESSS-MCNAST-M45-03-M","LEGENDARY TWO-TONE SHORT SLEEVE SHIRT - NAVY/STONE M",,"R 520.87","520.87","0","0","0","-520.87","4","Yes","Yes"
"LEGESSS-MCNAST-M45-04-L","LEGENDARY TWO-TONE SHORT SLEEVE SHIRT NAVY/STONE L",,"R 520.87","520.87","0","0","0","-520.87","1","Yes","Yes"
"LFC","LFC 450 SISW CL-1 Arrgt 1A",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"LS250","LOUVER SHUTTER Alum. 9","FM - DONKIN","R 0.00","518.48","0","0","0","-518.48","9","Yes","Yes"
"LS315","LOUVER SHUTTER Alum. 12","FM - DONKIN","R 0.00","437.68","0","0","0","-437.68","8","Yes","Yes"
"LS400","LOUVRE SHUTTER 15''","FM - DONKIN","R 0.00","555.74","0","0","0","-555.74","-4","Yes","Yes"
"LS500","LOUVRE SHUTTER Alum. 18","FM - DONKIN","R 0.00","724.5","0","0","0","-724.5","0","Yes","Yes"
"LS630","LOUVRE SHUTTER Alum. 24","FM - DONKIN","R 0.00","974.05","0","0","0","-974.05","6","Yes","Yes"
"LT10-3SPD","LT10 - 3-Step Speed Controller 10Amp",,"R 0.00","0","0","0","0","0","-1","Yes","Yes"
"M10 DIN 934 GRADE 8.8 HEX NUT Z/BLUE 10 934 GR8 ZB","M10 DIN 934 GRADE 8.8 HEX NUT Z/BLUE 10 934 GR8 ZB",,"R 0.65","0.65","0","0","0","-0.65","1710","Yes","Yes"
"M10 FLAT WASHER (10 .5i/dx20o/dxthk) S/S A2","M10 Flat Washer S/S A2",,"R 0.40","0.4","0","0","0","-0.4","360","Yes","Yes"
"M10 FLAT WASHER (S/S)","M10x20x3 FLAT WASHER STAINLESS STEEL A2","FASTENERS","R 4.00","4","0","0","0","-4","250","Yes","Yes"
"M10 FLAT WASHER ZB","M10 FLAT WASHER DIN 125A ZINC BLUE (10 .5i/dx20o/dxthk) 10 125A ZB","FASTENERS","R 0.00","0.24","0","0","0","-0.24","2240","Yes","Yes"
"M10 HEX NUT (S/S)","M10 HEX NUT STAINLESS STEEL A2","FASTENERS","R 1.50","1.5","0","0","0","-1.5","150","Yes","Yes"
"M10 Nylock Nut","M10 Nylock Nut Zinc Blue(Silver)",,"R 1.80","1.1","0","0","0","-1.1","580","Yes","Yes"
"M10*1 M/S THREADED ROD Z/BLUE 10X1 975 ZB","M10*1 M/S THREADED ROD Z/BLUE 10X1 975 ZB",,"R 20.00","20","0","0","0","-20","8","Yes","Yes"
"M10*16","M10*16 HT HEX SET SCREW",,"R 1.80","1.88","0","0","0","-1.88","1960","Yes","Yes"
"M10*16 (S/S)","M10*16 HT HEX SET SCREW (S/S) A2","FASTENERS","R 3.00","3","0","0","0","-3","150","Yes","Yes"
"M10*25 HT HEX SET SCREW Z/BLUE 10X25 933 8.8 ZB","M10*25 HT HEX SET SCREW Z/BLUE 10X25 933 8.8 ZB",,"R 1.80","1.8","0","0","0","-1.8","1450","Yes","Yes"
"M10X25","HEX SET SCREW - S/S 304 - A2",,"R 1.80","2.25","0","0","0","-2.25","480","Yes","Yes"
"M10X25X2 FLAT WASHER Z/BLUE 10X25X2 OLD ZB","M10X25X2 FLAT WASHER Z/BLUE 10X25X2 OLD ZB",,"R 0.50","0.5","0","0","0","-0.5","4350","Yes","Yes"
"M10X35","Hex Bolts zinc Blue(Silver)",,"R 1.80","1.8","0","0","0","-1.8","540","Yes","Yes"
"M10X40","M10X40 HT HEX SET SCREWS","FASTENERS","R 4.00","3.17","0","0","0","-3.17","540","Yes","Yes"
"M10X45","M10X45 HT HEX SET SCREWS",,"R 2.60","4.33","0","0","0","-4.33","300","Yes","Yes"
"M10X65","M10X65 HT HEX SET SCREWS",,"R 4.00","4","0","0","0","-4","40","Yes","Yes"
"M12","HEX NUT ZINC BLUE",,"R 1.00","1.12","0","0","0","-1.12","2800","Yes","Yes"
"M12 FLAT WASHER (S/S)","M12x30x3 FLAT WASHER STAINLESS STEEL A2","FASTENERS","R 2.50","2.5","0","0","0","-2.5","250","Yes","Yes"
"M12 FLAT WASHER S/S","M12 FLAT WASHER - S/S A2 - 304","FASTENERS","R 0.80","0.8","0","0","0","-0.8","240","Yes","Yes"
"M12 HEX NUT (S/S)","M12 HEX NUT STAINLESS STEEL A2","FASTENERS","R 1.80","1.8","0","0","0","-1.8","150","Yes","Yes"
"M12*120","HEX SET SCREW",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"M12*16 (S/S)","M12*16 HT HEX SET SCREW (S/S) A2","FASTENERS","R 11.00","11","0","0","0","-11","0","Yes","Yes"
"M12*20 HT HEX SET SCREW Z/BLUE 12X20 933 8.8 ZB","M12*20 HT HEX SET SCREW Z/BLUE 12X20 933 8.8 ZB",,"R 3.00","3","0","0","0","-3","720","Yes","Yes"
"M12*20(S/S)","M12*20 HEX SET SCREWS S/S 304 A2","FASTENERS","R 6.00","6","0","0","0","-6","150","Yes","Yes"
"M12*40","M12*40 HT HEX NUT Z/BLUE",,"R 6.00","4.92","0","0","0","-4.92","520","Yes","Yes"
"M12*40*3 Flat Washer ZB","M12*40*3 Flat Washer ZB","FASTENERS","R 0.00","0","0","0","0","0","0","Yes","Yes"
"M12*60","M12X60 HT HEX SET SCREW Z/BLUE -Silver",,"R 8.00","4.97","0","0","0","-4.97","760","Yes","Yes"
"M12*90","HEX SET SCREW",,"R 5.90","6.42","0","0","0","-6.42","940","Yes","Yes"
"M12X16","M12X16 HT HEX SET SCREWS",,"R 5.80","6.16","0","0","0","-6.16","1000","Yes","Yes"
"M12X25","M12*25 HT HEX SET SCREW Z/BLUE 12X25 933 8.8 ZB",,"R 3.00","3","0","0","0","-3","1240","Yes","Yes"
"M12X30X3 FLAT WASHER Z/BLUE 12X30X3 OLD ZB","M12X30X3 FLAT WASHER Z/BLUE 12X30X3 OLD ZB",,"R 0.80","0.85","0","0","0","-0.85","4900","Yes","Yes"
"M12X35","M12X35 HT Hex Set Screws",,"R 3.00","3","0","0","0","-3","440","Yes","Yes"
"M13X40X3","M13X40X3","FASTENERS","R 1.15","1.15","0","0","0","-1.15","200","Yes","Yes"
"M14 FLAT WASHER DIN 125A ZINC BLUE (15i / d X 28o/d X 2.5thk) 14 125A ZB","M14 FLAT WASHER DIN 125A ZINC BLUE (15i / d X 28o/d X 2.5thk) 14 125A ZB",,"R 0.60","0.6","0","0","0","-0.6","30","Yes","Yes"
"M14 FLAT WASHER ZB","M14x30x3 FLAT WASHER Z/BLUE","FASTENERS","R 0.60","0.6","0","0","0","-0.6","100","Yes","Yes"
"M14 HT NYLOCK NUT 14 985 GR8","M14 HT NYLOCK NUT 14 985 GR8",,"R 1.30","1.3","0","0","0","-1.3","-170","Yes","Yes"
"M14*50 HT HEX SET SCREW Z/BLUE 14X50 933 8 . 8 ZB","M14*50 HT HEX SET SCREW Z/BLUE 14X50 933 8 . 8 ZB",,"R 8.00","8","0","0","0","-8","30","Yes","Yes"
"M14X65 Hex Set Screw","M14*65 HT HEX SET SCREW Z/BLUE","FASTENERS","R 6.50","6.5","0","0","0","-6.5","100","Yes","Yes"
"M16 FLAT WASHER (17i/d X 30o/d 3thk) ZB","M16 FLAT WASHER DIN 125A ZINC BLUE (17i/d X 30o/d 3thk) 16 125A ZB","FASTENERS","R 0.80","0.8","0","0","0","-0.8","6682","Yes","Yes"
"M16 FLAT WASHER (S/S)","M16 FLAT WASHER STAINLESS STEEL A2","FASTENERS","R 1.30","1.3","0","0","0","-1.3","100","Yes","Yes"
"M16 FLAT WASHER DIN (17i/d X 30o/d 3thk) S/S A2","M16 FLAT WASHER DIN (17i/d x 30o/d X 3thk) S/S A2",,"R 1.30","1.3","0","0","0","-1.3","360","Yes","Yes"
"M16 GR8 HEX NUT Z/BLUE 16 934 GR8 ZB","M16 GR8 HEX NUT Z/BLUE 16 934 GR8 ZB",,"R 1.80","2.01","0","0","0","-2.01","4424","Yes","Yes"
"M16 HEX","M16 HEX NUT HOT DIP GALV",,"R 2.00","2","0","0","0","-2","4","Yes","Yes"
"M16 HEX NUT (S/S)","M16 HEX NUT STAINLESS STEEL A2","FASTENERS","R 3.50","3.5","0","0","0","-3.5","200","Yes","Yes"
"M16 LOCK NUT","M16 HT LOCK NUT",,"R 1.80","1.8","0","0","0","-1.8","300","Yes","Yes"
"M16*1","MM16*1 M/S THREADED ROD Z/BLUE - 16*1 975 ZB",,"R 75.00","75","0","0","0","-75","30","Yes","Yes"
"M16*110","M16*110 GR8.8 HEX BOLT HOT",,"R 20.00","20","0","0","0","-20","4","Yes","Yes"
"M16*110 HT SET SCREW 16X110 933 8.8","M16*110 HT SET SCREW 16X110 933 8.8",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"M16*120 (S/S)","M16*120 HT HEX SET SCREW (S/S) A2","FASTENERS","R 45.00","45","0","0","0","-45","150","Yes","Yes"
"M16*120 HT HEX SET SCREW","M16*120 HT HEX SET SCREW 16X120 933 8.8",,"R 18.00","18.05","0","0","0","-18.05","1450","Yes","Yes"
"M16*16 (S/S)","M16*16 HT HEX SET SCREW (S/S) A2","FASTENERS","R 11.00","11","0","0","0","-11","0","Yes","Yes"
"M16*20","M16*20 Hex Set Screws",,"R 10.00","7.14","0","0","0","-7.14","420","Yes","Yes"
"M16*20(S/S)","M16*20 Hex Set Screws A2","FASTENERS","R 11.00","11","0","0","0","-11","85","Yes","Yes"
"M16*25(S/S)","M16*25 A2 HEX SET SCREW 933 A2","FASTENERS","R 11.00","11","0","0","0","-11","65","Yes","Yes"
"M16*40 HT HEX SET SCREW 8 . 8 Z/BLUE 16X40 933 8 . 8 ZB","M16*40 HT HEX SET SCREW 8 . 8 Z/BLUE 16X40 933 8 . 8 ZB",,"R 6.00","6","0","0","0","-6","320","Yes","Yes"
"M16X110 HT SET SCREW 16X110 933 8.8","M16X110 HT SET SCREW 16X110 933 8.8",,"R 20.00","20","0","0","0","-20","10","Yes","Yes"
"M16X130 HT","M16X130 HT SET SCREW MECH",,"R 65.00","65","0","0","0","-65","2","Yes","Yes"
"M16X90","M16X90 HT HEX SET SCREWS Z/BLUE",,"R 12.00","12","0","0","0","-12","300","Yes","Yes"
"M20 GALV EYE BOLT","M20 DIN 580 TESTED EYE BOLT GALV M20EYE OLD","FASTENERS","R 43.15","43.15","0","0","0","-43.15","8","Yes","Yes"
"M20*20 GRUB SCREW Z/BLUE 20X20 916 14.9 ZB","M20*20 GRUB SCREW Z/BLUE 20X20 916 14.9 ZB",,"R 8.00","8","0","0","0","-8","2","Yes","Yes"
"M5 HT NUT Z/BLUE 5 934 GR8 ZB","M5 HT NUT Z/BLUE 5 934 GR8 ZB",,"R 0.15","0.15","0","0","0","-0.15","1450","Yes","Yes"
"M5*16 HT HEX SET SCREW Z/BLUE 5X16 933 8.8 ZB","M5*16 HT HEX SET SCREW Z/BLUE 5X16 933 8.8 ZB",,"R 0.30","0.35","0","0","0","-0.35","2220","Yes","Yes"
"M5*45 HT HEX SET SCREW 5X45 933 8 . 8","M5*45 HT HEX SET SCREW 5X45 933 8 . 8",,"R 1.00","0.95","0","0","0","-0.95","460","Yes","Yes"
"M5001-","Majax-2 500 20.C.8 Mancooler c/w 2.2 kW 2P 525V With Start/Stop Box",,"R 18,017.61","18017.61","0","0","0","-18017.61","1","Yes","Yes"
"M5-ROD","M5 Threaded Rod","FASTENERS","R 15.00","15","0","0","0","-15","1","Yes","Yes"
"M5X16X1.5","HT Flat washer",,"R 0.15","0.15","0","0","0","-0.15","900","Yes","Yes"
"M5X25","HEX SET SCREW - S/S 304 - A2",,"R 0.90","0.9","0","0","0","-0.9","240","Yes","Yes"
"M6 HT HEX NUT Z/BLUE 6 934 GR8 ZB","M6 HT HEX NUT Z/BLUE 6 934 GR8 ZB",,"R 0.12","0.12","0","0","0","-0.12","800","Yes","Yes"
"M6 HT NYLOCK NUT","M6 HT NYLOCK NUT",,"R 0.20","0.2","0","0","0","-0.2","3350","Yes","Yes"
"M6*16 CSK ALLEN CAP SCREW MECHANICAL YELLOW 6X16 7991 10.9 MY","M6*16 CSK ALLEN CAP SCREW MECHANICAL YELLOW 6X16 7991 10.9 MY",,"R 6.00","6","0","0","0","-6","30","Yes","Yes"
"M6*16 HT HEX SET SCREW ENVIROPAS 6X16 933 8.8 EN","M6*16 HT HEX SET SCREW ENVIROPAS 6X16 933 8.8 EN",,"R 0.60","0.59","0","0","0","-0.59","1000","Yes","Yes"
"M6*25","M6*25 HT HEX SET SCREW S/S A2",,"R 1.00","1","0","0","0","-1","300","Yes","Yes"
"M6*25 CSK Allen Cap Screw","M6*25 CSK Allen Cap Screw 6x25","FASTENERS","R 1.00","1","0","0","0","-1","0","Yes","Yes"
"M6*25 HT HEX SET SCREW Z/BLUE","M6*25 HT HEX SET SCREW Z/BLUE",,"R 0.65","0.65","0","0","0","-0.65","3800","Yes","Yes"
"M6*35 HT SET SCREW Z/BLUE 6X35 933 8.8 ZB","M6*35 HT SET SCREW Z/BLUE 6X35 933 8.8 ZB",,"R 0.80","0.91","0","0","0","-0.91","700","Yes","Yes"
"M6*70 HT HEX SET SCREW ZB","M6*70 HT HEX SET SCREW Z/BLUE","FASTENERS","R 1.10","1.1","0","0","0","-1.1","0","Yes","Yes"
"M6X1","M6*1 M/S THREADED ROD Z/BLUE - 6*1 975 ZB","FASTENERS","R 16.00","16","0","0","0","-16","1","Yes","Yes"
"M6X16","GRUB SCREW","FASTENERS","R 0.65","0.65","0","0","0","-0.65","34","Yes","Yes"
"M6X16 COUNTER SUNK","M6X16 COUNTER SUNK BOLTS - Allen key screw in - Zinc blue","FASTENERS","R 1.20","1.2","0","0","0","-1.2","40","Yes","Yes"
"M6X16 COUNTER SUNK-MACH","M6X16 COUNTER SUNK BOLTS - Machine screw in - zinc blue","FASTENERS","R 0.15","0.15","0","0","0","-0.15","40","Yes","Yes"
"M8 . 4*20*3 FLAT WASHER Z/BLUE 8X20X3 OLD ZB","M8 . 4*20*3 FLAT WASHER Z/BLUE 8X20X3 OLD ZB",,"R 1.80","1.8","0","0","0","-1.8","900","Yes","Yes"
"M8 ANCHOR BOLTS","M8 ANCHOR BOLTS",,"R 5.00","5","0","0","0","-5","20","Yes","Yes"
"M8 FLAT WASHER DIN 125A ZINC BLUE (8 . 4ID*16OD*1.6THICK) 8 125A ZB","M8 FLAT WASHER DIN 125A ZINC BLUE (8 . 4ID*16OD*1.6THICK) 8 125A ZB",,"R 0.12","0.12","0","0","0","-0.12","2700","Yes","Yes"
"M8 HT NYLOCK NUT 8 985 GR8","M8 HT NYLOCK NUT 8 985 GR8",,"R 0.30","0.3","0","0","0","-0.3","2250","Yes","Yes"
"M8 NUT","M8 HEX NUT ZINC/BLUE",,"R 0.40","0.4","0","0","0","-0.4","350","Yes","Yes"
"M8*16","M8*16 HT SET SCREW S/S A2",,"R 1.20","1.2","0","0","0","-1.2","300","Yes","Yes"
"M8*16 HT SET SCREW Z/BLUE","M8*16 HT SET SCREW Z/BLUE",,"R 0.90","0.93","0","0","0","-0.93","1790","Yes","Yes"
"M8*25 HT HEX 8 . 8 SET SCREW Z/BLUE 8X25 933 8 . 8 ZB","M8*25 HT HEX 8 . 8 SET SCREW Z/BLUE 8X25 933 8 . 8 ZB",,"R 1.00","1","0","0","0","-1","1100","Yes","Yes"
"M8X25","HEX SET SCREW - S/S 304 - A2",,"R 1.50","1.5","0","0","0","-1.5","240","Yes","Yes"
"M8X70","M8X70 HT HEX SET SCREWS ZINC/BLUE",,"R 2.00","2","0","0","0","-2","520","Yes","Yes"
"Majax-2 400 15.B.8 IM","Impeller",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"Majax-2 400-15-B-8 Bifucated","T200 c/w 1.1kw 2P 400V",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"Majax-2 630.20.D.4","Speed Controller",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"Man Cooler","600mm c/w 1.5kw 220v",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"MANUFACTURE RAW CASINGS","RAW CASING",,"R 1,055.75","1609.25","0","0","0","-1609.25","94","Yes","Yes"
"Material","Material","FM - ELECTRICAL WIRING","R 5,400.00","5400","0","0","0","-5400","1","Yes","Yes"
"MaxfloA 710/150/5","c/w1.5kw 4Pole 380V",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"MaxfloP 710/150/5","c/w 1.5kw 4Pole 380V",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"MB1000UG","1000diam mounting brackets Ungalvanized (4 per set)","FM - DONKIN","R 0.00","0","0","0","0","0","12","Yes","Yes"
"MB315","315diam mounting brackets",,"R 172.00","172","0","0","0","-172","2","Yes","Yes"
"MB315UG","315diam mounting brackets Ungalvanized (4 per set)","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MB400","400diam mounting brackets",,"R 187.00","187","0","0","0","-187","2","Yes","Yes"
"MB500","500diam mounting brackets",,"R 208.00","208","0","0","0","-208","1","Yes","Yes"
"MB560","560diam mounting brackets",,"R 223.00","223","0","0","0","-223","1","Yes","Yes"
"MB630","630diam Mounting Brackets (4 per set)","FM - DONKIN","R 0.00","0","0","0","0","0","10","Yes","Yes"
"MB630UG","630diam Mounting Brackets Ungalvanized (4 per set)","FM - DONKIN","R 0.00","0","0","0","0","0","35","Yes","Yes"
"MB710","710diam mounting brackets (4 per set)","FM - DONKIN","R 0.00","0","0","0","0","0","9","Yes","Yes"
"MB710UG","710diam mounting brackets Ungalvanized (4 per set)","FM - DONKIN","R 0.00","0","0","0","0","0","32","Yes","Yes"
"MB800","800diam mounting brackets",,"R 0.00","48.78","0","0","0","-48.78","9","Yes","Yes"
"MB800UG","800diam mounting brackets Ungalvanized (4 per set)","FM - DONKIN","R 0.00","0","0","0","0","0","44","Yes","Yes"
"MB900UG","900diam mounting brackets Ungalvanized (4 per set)","FM - DONKIN","R 0.00","0","0","0","0","0","24","Yes","Yes"
"MF","Mounting Feet",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"MF125011006","MFAJAX-3 1250 c/w 11,00KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MF125015006","MFAJAX-3 1250 c/w 15,00KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MF125018506","MFAJAX-3 1250 c/w 18,50KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MF12502206","MFAJAX-3 1250 c/w 2,20KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
