Item Movement Report
Fan Movement (Pty) Ltd,,,Start Date:,01/03/2020
15/04/2025,INV3693,Tax Invoice,DRAKE & GORHAM (Zambia) Ltd.,-8.00
22/05/2025,INV3765,Tax Invoice,Butec,-4.00
28/05/2025,INV3771,Tax Invoice,Boleng Mechanical Engineering Services & Consulting,-4.00
18/09/2025,INV4018,Tax Invoice,Butec,-8.00
08/10/2025,INV4071,Tax Invoice,Boleng Mechanical Engineering Services & Consulting,-4.00
13/10/2025,INV4082,Tax Invoice,ST AIR SERVICES AND MAINTENANCE (PTY) LTD,-4.00
13/10/2025,INV4082,Tax Invoice,ST AIR SERVICES AND MAINTENANCE (PTY) LTD,-4.00
13/10/2025,INV4082,Tax Invoice,ST AIR SERVICES AND MAINTENANCE (PTY) LTD,-4.00
13/10/2025,INV4082,Tax Invoice,ST AIR SERVICES AND MAINTENANCE (PTY) LTD,-4.00
17/10/2025,INV4098,Tax Invoice,Chabo & Joubert Air Conditioning (Pty) Ltd,-4.00
17/10/2025,INV4098,Tax Invoice,Chabo & Joubert Air Conditioning (Pty) Ltd,-4.00
17/10/2025,CRN1058,Credit Note,Chabo & Joubert Air Conditioning (Pty) Ltd,4.00
17/10/2025,CRN1058,Credit Note,Chabo & Joubert Air Conditioning (Pty) Ltd,4.00
17/10/2025,INV4207,Tax Invoice,CHABO AND JOUBERT AIR CONDITIONING HOLDINGS (PTY) LTD,-4.00
17/10/2025,INV4207,Tax Invoice,CHABO AND JOUBERT AIR CONDITIONING HOLDINGS (PTY) LTD,-4.00
24/10/2025,INV4132,Tax Invoice,LJ Trading & Projects (Pty) Ltd,-2.00
28/10/2025,INV4142,Tax Invoice,Compre Air (Pty) Ltd,-3.00
14/11/2025,INV4213,Tax Invoice,LJ Trading & Projects (Pty) Ltd,-4.00
27/11/2025,INV4245,Tax Invoice,Chabo & Joubert Air Conditioning (Pty) Ltd,-4.00
27/11/2025,INV4245,Tax Invoice,Chabo & Joubert Air Conditioning (Pty) Ltd,-4.00
26/01/2026,INV4330,Tax Invoice,CHABO AND JOUBERT AIR CONDITIONING HOLDINGS (PTY) LTD,-8.00
11/02/2026,SIV3728,Supplier Invoice,GALVAGLOW (PTY) LTD,21.00
16/03/2026,SIV3820,Supplier Invoice,GALVAGLOW (PTY) LTD,26.00
25/03/2026,INV4510,Tax Invoice,Rey & Lenferna Ltd,-4.00
23/04/2026,INV4561,Tax Invoice,Boleng Mechanical Engineering Services & Consulting,-4.00
Total for Item:,710MF - 710 Diam Mounting Feet,,,-36.00
710MFUG - 710 Diam Mounting Feet Ungalvanised
10/12/2025,SIV3713,Supplier Invoice,ULTIMATENG (PTY) LTD,6.00
23/01/2026,SIV3716,Supplier Invoice,ULTIMATENG (PTY) LTD,18.00
29/01/2026,SIV3766,Supplier Invoice,ULTIMATENG (PTY) LTD,3.00
Total for Item:,710MFUG - 710 Diam Mounting Feet Ungalvanised,,,27.00
710PLT400-3MM - 710 Casing Sheet - 2238 x 400 - 3mm
12/02/2026,SIV3725,Supplier Invoice,NJR STEEL - ALRODE (PTY) LTD,5.00
20/03/2026,SIV3829,Supplier Invoice,NJR STEEL - ALRODE (PTY) LTD,2.00
Total for Item:,710PLT400-3MM - 710 Casing Sheet - 2238 x 400 - 3mm,,,7.00
710S1.5DP - 710 Diam Silencer 1.5D Podded
27/10/2023,INV2566,Tax Invoice,Boleng Mechanical Engineering Services & Consulting,-2.00
31/10/2023,SIV2083,Supplier Invoice,Attenu-Tec,4.00
15/11/2023,INV2613,Tax Invoice,Antojam Technical & Supply Co. Itd,-2.00
15/11/2023,INV2613,Tax Invoice,Antojam Technical & Supply Co. Itd,-2.00
12/02/2024,SIV2179,Supplier Invoice,Attenu-Tec,2.00
14/02/2024,INV2819,Tax Invoice,Enviroware Construction (Pty) Ltd,-2.00
20/02/2024,SIV2193,Supplier Invoice,Attenu-Tec,1.00
08/04/2024,INV2947,Tax Invoice,Machinery & Equipment Ltd,-1.00
26/07/2024,SIV2419,Supplier Invoice,Attenu-Tec,4.00
29/07/2024,INV3180,Tax Invoice,Chabo & Joubert Air Conditioning (Pty) Ltd,-4.00
19/09/2024,INV3280,Tax Invoice,Butec,-2.00
19/09/2024,INV3280,Tax Invoice,Butec,-2.00
20/09/2024,SIV2548,Supplier Invoice,Attenu-Tec,4.00
10/10/2024,SIV2591,Supplier Invoice,Attenu-Tec,2.00
15/10/2024,INV3335,Tax Invoice,DRAKE & GORHAM (Zambia) Ltd.,-2.00
17/10/2024,INV3343,Tax Invoice,Boleng Mechanical Engineering Services & Consulting,-2.00
20/11/2024,SIV2694,Supplier Invoice,Attenu-Tec,4.00
22/11/2024,INV3437,Tax Invoice,Butec,-2.00
22/11/2024,INV3437,Tax Invoice,Butec,-2.00
30/01/2025,INV3541,Tax Invoice,Vortron System Mauritius Ltd,-2.00
17/03/2025,SIV2892,Supplier Invoice,Attenu-Tec,2.00
19/03/2025,INV3641,Tax Invoice,Sulit Projects,-2.00
25/03/2025,SIV2911,Supplier Invoice,Attenu-Tec,2.00
31/03/2025,INV3663,Tax Invoice,Chabo & Joubert Air Conditioning (Pty) Ltd,-2.00
02/04/2025,SIV2938,Supplier Invoice,Attenu-Tec,2.00
11/04/2025,INV3687,Tax Invoice,Sesbuyile Projects & Maintenance cc,-2.00
20/05/2025,SIV3067,Supplier Invoice,Attenu-Tec,1.00
28/05/2025,INV3771,Tax Invoice,Boleng Mechanical Engineering Services & Consulting,-2.00
09/06/2025,INV3742,Tax Invoice,Chabo & Joubert Air Conditioning (Pty) Ltd,-1.00
12/06/2025,CRN1044,Credit Note,Chabo & Joubert Air Conditioning (Pty) Ltd,1.00
12/06/2025,INV3799,Tax Invoice,Chabo & Joubert Air Conditioning (Pty) Ltd,-1.00
17/09/2025,SIV3369,Supplier Invoice,Attenu-Tec,2.00
18/09/2025,INV4018,Tax Invoice,Butec,-4.00
14/10/2025,SIV3516,Supplier Invoice,Attenu-Tec,2.00
17/10/2025,INV4098,Tax Invoice,Chabo & Joubert Air Conditioning (Pty) Ltd,-2.00
17/10/2025,CRN1058,Credit Note,Chabo & Joubert Air Conditioning (Pty) Ltd,2.00
17/10/2025,INV4207,Tax Invoice,CHABO AND JOUBERT AIR CONDITIONING HOLDINGS (PTY) LTD,-2.00
24/10/2025,SIV3503,Supplier Invoice,Attenu-Tec,1.00
28/10/2025,INV4142,Tax Invoice,Compre Air (Pty) Ltd,-1.00
25/11/2025,SIV3594,Supplier Invoice,Attenu-Tec,4.00
27/11/2025,INV4245,Tax Invoice,Chabo & Joubert Air Conditioning (Pty) Ltd,-2.00
27/11/2025,INV4245,Tax Invoice,Chabo & Joubert Air Conditioning (Pty) Ltd,-2.00
20/01/2026,SIV3676,Supplier Invoice,Attenu-Tec,4.00
26/01/2026,INV4330,Tax Invoice,CHABO AND JOUBERT AIR CONDITIONING HOLDINGS (PTY) LTD,-4.00
28/01/2026,SIV3702,Supplier Invoice,Attenu-Tec,4.00
23/04/2026,INV4561,Tax Invoice,Boleng Mechanical Engineering Services & Consulting,-2.00
Total for Item:,710S1.5DP - 710 Diam Silencer 1.5D Podded,,,-8.00
710S2.0DP - 710 Diam Silencer 2.0D Podded
20/11/2023,INV2637,Tax Invoice,Rand Blower (Pty) Ltd,-2.00
18/07/2024,INV3149,Tax Invoice,Compu Cool (Pty) Ltd,-2.00
11/02/2025,SIV2815,Supplier Invoice,Attenu-Tec,9.00
11/02/2025,SIV2816,Supplier Invoice,Attenu-Tec,1.00
12/02/2025,INV3560,Tax Invoice,Gree Products SA (Pty) Ltd,-2.00
12/02/2025,INV3560,Tax Invoice,Gree Products SA (Pty) Ltd,-2.00
12/02/2025,INV3560,Tax Invoice,Gree Products SA (Pty) Ltd,-2.00
12/02/2025,INV3560,Tax Invoice,Gree Products SA (Pty) Ltd,-2.00
12/02/2025,INV3560,Tax Invoice,Gree Products SA (Pty) Ltd,-2.00
20/03/2025,SIV2907,Supplier Invoice,Attenu-Tec,2.00
26/03/2025,INV3654,Tax Invoice,HVAC PARTNERS PTY LTD,-2.00
26/03/2025,CRN1053,Credit Note,HVAC PARTNERS PTY LTD,2.00
26/03/2025,INV4022,Tax Invoice,MEPF AND AKANI PROPERTIES JOINT VENTURE,-2.00
26/03/2025,CRN1063,Credit Note,MEPF AND AKANI PROPERTIES JOINT VENTURE,2.00
13/10/2025,INV4082,Tax Invoice,ST AIR SERVICES AND MAINTENANCE (PTY) LTD,-2.00
13/10/2025,INV4082,Tax Invoice,ST AIR SERVICES AND MAINTENANCE (PTY) LTD,-2.00
13/10/2025,SIV3483,Supplier Invoice,Attenu-Tec,4.00
13/10/2025,SIV3497,Supplier Invoice,Attenu-Tec,4.00
14/10/2025,INV4089,Tax Invoice,ST AIR SERVICES AND MAINTENANCE (PTY) LTD,-2.00
14/10/2025,INV4089,Tax Invoice,ST AIR SERVICES AND MAINTENANCE (PTY) LTD,-2.00
25/03/2026,INV4510,Tax Invoice,Rey & Lenferna Ltd,-2.00
08/04/2026,SIV3872,Supplier Invoice,Attenu-Tec,2.00
Total for Item:,710S2.0DP - 710 Diam Silencer 2.0D Podded,,,-2.00
710SC - Side Screen
18/06/2025,SIV3143,Supplier Invoice,Heinmor Wire Products CC,2.00
20/06/2025,SIV3139,Supplier Invoice,Heinmor Wire Products CC,4.00
28/07/2025,SIV3249,Supplier Invoice,Heinmor Wire Products CC,1.00
29/01/2026,INV4346,Tax Invoice,Chabo & Joubert Air Conditioning (Pty) Ltd,-1.00
09/03/2026,SIV3806,Supplier Invoice,Heinmor Wire Products CC,4.00
31/03/2026,SIV3859,Supplier Invoice,Heinmor Wire Products CC,2.00
Total for Item:,710SC - Side Screen,,,12.00
710SM1.5D - 710 Diam Melinex Silencer 1.5D
25/08/2023,SIV1883,Supplier Invoice,Attenu-Tec,2.00
01/09/2023,INV2434,Tax Invoice,Boleng Mechanical Engineering Services & Consulting,-2.00
15/05/2024,INV3016,Tax Invoice,Boleng Mechanical Engineering Services & Consulting,-2.00
27/05/2024,INV3041,Tax Invoice,Boleng Mechanical Engineering Services & Consulting,-2.00
12/07/2024,INV3140,Tax Invoice,Butec,-1.00
Total for Item:,710SM1.5D - 710 Diam Melinex Silencer 1.5D,,,-5.00
710SM1.5DP - 710 Diam Melinex Silencer 1.5D Podded
13/06/2023,SIV1752,Supplier Invoice,Attenu-Tec,4.00
29/06/2023,INV2260,Tax Invoice,PM Group (T) Ltd,-4.00
26/07/2023,SIV1834,Supplier Invoice,Attenu-Tec,1.00
26/07/2023,INV2327,Tax Invoice,JL Fire Risk & Hygiene Services cc,-1.00
25/10/2023,SIV2001,Supplier Invoice,Attenu-Tec,2.00
13/05/2024,SIV2282,Supplier Invoice,Attenu-Tec,2.00
13/05/2024,SIV2283,Supplier Invoice,Attenu-Tec,2.00
20/06/2024,SIV2323,Supplier Invoice,Attenu-Tec,2.00
26/06/2024,SIV2334,Supplier Invoice,Attenu-Tec,2.00
27/06/2024,INV3100,Tax Invoice,Boleng Mechanical Engineering Services & Consulting,-2.00
27/06/2024,INV3101,Tax Invoice,Boleng Mechanical Engineering Services & Consulting,-2.00
12/07/2024,SIV2370,Supplier Invoice,Attenu-Tec,1.00
12/08/2024,SIV2456,Supplier Invoice,Attenu-Tec,2.00
23/08/2024,INV3230,Tax Invoice,Boleng Mechanical Engineering Services & Consulting,-2.00
10/10/2024,SIV2590,Supplier Invoice,Attenu-Tec,2.00
21/01/2025,SIV2778,Supplier Invoice,Attenu-Tec,2.00
11/04/2025,SIV2972,Supplier Invoice,Attenu-Tec,2.00
21/05/2025,SIV3087,Supplier Invoice,Attenu-Tec,2.00
22/05/2025,INV3765,Tax Invoice,Butec,-2.00
27/05/2025,SIV3090,Supplier Invoice,Attenu-Tec,2.00
08/10/2025,INV4071,Tax Invoice,Boleng Mechanical Engineering Services & Consulting,-2.00
08/10/2025,SIV3480,Supplier Invoice,Attenu-Tec,2.00
14/10/2025,SIV3516,Supplier Invoice,Attenu-Tec,2.00
17/10/2025,INV4098,Tax Invoice,Chabo & Joubert Air Conditioning (Pty) Ltd,-2.00
17/10/2025,CRN1058,Credit Note,Chabo & Joubert Air Conditioning (Pty) Ltd,2.00
17/10/2025,INV4207,Tax Invoice,CHABO AND JOUBERT AIR CONDITIONING HOLDINGS (PTY) LTD,-2.00
20/01/2026,SIV3676,Supplier Invoice,Attenu-Tec,2.00
Total for Item:,710SM1.5DP - 710 Diam Melinex Silencer 1.5D Podded,,,17.00
710WC - Wall Cowl & Screen
09/04/2025,SIV2963,Supplier Invoice,Attenu-Tec HVAC Parts,6.00
Total for Item:,710WC - Wall Cowl & Screen,,,6.00
71848 - PRA REDUCER STD BRASS 40M - 25F
18/04/2025,SIV3456,Supplier Invoice,Pratley (Pty) Ltd,4.00
Total for Item:,71848 - PRA REDUCER STD BRASS 40M - 25F,,,4.00
73-18 - YCI607A HELLEMON T : RED HANDLE WIRE STRIPPER
19/03/2025,SIV2908,Supplier Invoice,Atlantic Lighting & Electrical distributors,1.00
Total for Item:,73-18 - YCI607A HELLEMON T : RED HANDLE WIRE STRIPPER,,,1.00
73-191 - HYAC5 CRIMP TOOL B : BOOTLACE CRIMPER
19/03/2025,SIV2908,Supplier Invoice,Atlantic Lighting & Electrical distributors,1.00
Total for Item:,73-191 - HYAC5 CRIMP TOOL B : BOOTLACE CRIMPER,,,1.00
734SSC - 734 Special Screen - Hot Dip Galvinised
25/09/2024,Opening Balance,Opening Balance,,10.00
08/10/2024,SIV2584,Supplier Invoice,Heinmor Wire Products CC,1.00
Total for Item:,734SSC - 734 Special Screen - Hot Dip Galvinised,,,11.00
"762Assembly - 762 Assembly, and Miscellaneous"
28/03/2024,INV2934,Tax Invoice,James Howden Holdings (Pty) Ltd,-2.00
Total for Item:,"762Assembly - 762 Assembly, and Miscellaneous",,,-2.00
762Flame - 762 Flameproof Track
28/03/2024,INV2934,Tax Invoice,James Howden Holdings (Pty) Ltd,-2.00
Total for Item:,762Flame - 762 Flameproof Track,,,-2.00
762Grille - 762 Grille
28/03/2024,INV2934,Tax Invoice,James Howden Holdings (Pty) Ltd,-4.00
Total for Item:,762Grille - 762 Grille,,,-4.00
762IMP - 762 Impeller
28/03/2024,INV2934,Tax Invoice,James Howden Holdings (Pty) Ltd,-2.00
Total for Item:,762IMP - 762 Impeller,,,-2.00
762Silenced- Motor - 762 Silenced Motor Barrel
28/03/2024,INV2934,Tax Invoice,James Howden Holdings (Pty) Ltd,-2.00
Total for Item:,762Silenced- Motor - 762 Silenced Motor Barrel,,,-2.00
762Silenced-Stator - 762 Silenced Stator Barrel c/w Stator
28/03/2024,INV2934,Tax Invoice,James Howden Holdings (Pty) Ltd,-2.00
Total for Item:,762Silenced-Stator - 762 Silenced Stator Barrel c/w Stator,,,-2.00
77521 - AT 7/7 SC - Single Unit
15/08/2023,INV2368,Tax Invoice,Sherwood Pumps (Pty) Ltd,-1.00
07/09/2023,,Adjustment,,2.00
10/07/2025,SIV3464,Supplier Invoice,Regal Beloit Italy S.p.A - Nicotra .,4.00
Total for Item:,77521 - AT 7/7 SC - Single Unit,,,5.00
7mmEW - End Washer - 43mm OD and 7mm ID - Plated
01/08/2024,SIV2435,Supplier Invoice,Mafilisti Trading and Projects (Pty) Ltd,14.00
Total for Item:,7mmEW - End Washer - 43mm OD and 7mm ID - Plated,,,14.00
80 FR 18.8 - 80 Motor Frame - 18.8 mm OD Spacer
19/06/2024,SIV2322,Supplier Invoice,Hulmak Engineering cc,25.00
23/09/2024,SIV2552,Supplier Invoice,Hulmak Engineering cc,16.00
Total for Item:,80 FR 18.8 - 80 Motor Frame - 18.8 mm OD Spacer,,,41.00
800/150/10 SI - Spare Impeller (800mm 'B' 150A10AR 28mm 100Frame 27 DEG - FM3176)
10/06/2025,SIV3117,Supplier Invoice,Luft Industries Natal (Pty) Ltd,1.00
Total for Item:,800/150/10 SI - Spare Impeller (800mm 'B' 150A10AR 28mm 100Frame 27 DEG - FM3176),,,1.00
8005LSW03000300 - Grille LS 0300x0300 White for fans 200-250-300
08/07/2025,SIV3194,Supplier Invoice,Luft Industries Natal (Pty) Ltd,2.00
Total for Item:,8005LSW03000300 - Grille LS 0300x0300 White for fans 200-250-300,,,2.00
800CF - 800 Diam Counter Flange
13/09/2021,Opening Balance,Opening Balance,,100.00
30/09/2021,INV0000119,Tax Invoice,Airgro (Pty) Ltd,-4.00
30/09/2021,SIV0000039,Supplier Invoice,Air Speration,4.00
15/12/2021,INV1140,Tax Invoice,Airgro (Pty) Ltd,-2.00
15/12/2021,SIV1035,Supplier Invoice,Air Speration,2.00
15/12/2021,SIV1035,Supplier Invoice,Air Speration,2.00
25/03/2022,INV1290,Tax Invoice,Elmecair (Pty) Ltd,-2.00
25/03/2022,INV1290,Tax Invoice,Elmecair (Pty) Ltd,-2.00
25/03/2022,SIV1089,Supplier Invoice,Air Speration,2.00
25/03/2022,SIV1089,Supplier Invoice,Air Speration,2.00
10/06/2022,SIV1181,Supplier Invoice,Attenu-Tec,4.00
01/11/2022,SIV1403,Supplier Invoice,Attenu-Tec,2.00
04/11/2022,INV1789,Tax Invoice,Intervent-Universal (Pty) Ltd,-2.00
31/08/2023,INV2426,Tax Invoice,Systematic Air cc,-2.00
03/10/2023,SIV1966,Supplier Invoice,Attenu-Tec HVAC Parts,2.00
22/11/2023,INV2645,Tax Invoice,Midrand Air Services (Pty) Ltd,-2.00
06/12/2023,SIV2094,Supplier Invoice,Attenu-Tec HVAC Parts,2.00
08/12/2023,INV2704,Tax Invoice,Aircontech Technologies,-2.00
02/04/2024,SIV2238,Supplier Invoice,Attenu-Tec HVAC Parts,2.00
19/04/2024,INV2965,Tax Invoice,South Seas,-2.00
11/06/2024,INV3072,Tax Invoice,St. Air Projects and Engineering (Pty) Ltd,-2.00
11/06/2024,INV3072,Tax Invoice,St. Air Projects and Engineering (Pty) Ltd,-2.00
11/06/2024,SIV2306,Supplier Invoice,Attenu-Tec HVAC Parts,4.00
19/07/2024,INV3153,Tax Invoice,Prospec Engineering,-2.00
19/07/2024,INV3153,Tax Invoice,Prospec Engineering,-2.00
19/07/2024,INV3153,Tax Invoice,Prospec Engineering,-2.00
19/07/2024,INV3154,Tax Invoice,Prospec Engineering,-2.00
19/07/2024,SIV2398,Supplier Invoice,Attenu-Tec HVAC Parts,2.00
19/07/2024,SIV2399,Supplier Invoice,Attenu-Tec HVAC Parts,6.00
23/07/2024,INV3168,Tax Invoice,Butec,-2.00
26/07/2024,SIV2422,Supplier Invoice,Attenu-Tec HVAC Parts,2.00
04/09/2024,SIV2511,Supplier Invoice,Attenu-Tec HVAC Parts,4.00
06/09/2024,INV3262,Tax Invoice,Aircontech Technologies,-4.00
08/10/2024,SIV2577,Supplier Invoice,Attenu-Tec HVAC Parts,1.00
15/10/2024,INV3335,Tax Invoice,DRAKE & GORHAM (Zambia) Ltd.,-1.00
27/11/2024,SIV2696,Supplier Invoice,Attenu-Tec HVAC Parts,2.00
29/11/2024,INV3457,Tax Invoice,Tiriyo Tech,-2.00
12/12/2024,INV3486,Tax Invoice,Midrand Air Services (Pty) Ltd,-2.00
12/12/2024,INV3486,Tax Invoice,Midrand Air Services (Pty) Ltd,-2.00
28/01/2025,INV3527,Tax Invoice,Butec,-2.00
30/01/2025,INV3541,Tax Invoice,Vortron System Mauritius Ltd,-2.00
07/02/2025,INV3553,Tax Invoice,Butec,-2.00
10/02/2025,INV3556,Tax Invoice,Butec,-2.00
10/02/2025,SIV2883,Supplier Invoice,Attenu-Tec HVAC Parts,2.00
12/02/2025,INV3560,Tax Invoice,Gree Products SA (Pty) Ltd,-2.00
12/02/2025,INV3560,Tax Invoice,Gree Products SA (Pty) Ltd,-2.00
12/02/2025,INV3560,Tax Invoice,Gree Products SA (Pty) Ltd,-2.00
04/03/2025,SIV2854,Supplier Invoice,Kart Shop TA Ultimate Laser Cutting,6.00
10/03/2025,SIV2888,Supplier Invoice,Kart Shop TA Ultimate Laser Cutting,12.00
03/04/2025,SIV2948,Supplier Invoice,Kart Shop TA Ultimate Laser Cutting,18.00
06/05/2025,SIV3018,Supplier Invoice,Kart Shop TA Ultimate Laser Cutting,12.00
12/05/2025,INV3735,Tax Invoice,Butec,-2.00
21/05/2025,INV3756,Tax Invoice,Rey & Lenferna Ltd,-2.00
17/06/2025,INV3802,Tax Invoice,Gree Products SA (Pty) Ltd,-2.00
17/06/2025,SIV3459,Supplier Invoice,Kart Shop TA Ultimate Laser Cutting,1.00
17/06/2025,SIV3459,Supplier Invoice,Kart Shop TA Ultimate Laser Cutting,12.00
17/06/2025,SIV3459,Supplier Invoice,Kart Shop TA Ultimate Laser Cutting,60.00
04/07/2025,INV3841,Tax Invoice,Wax Comple Tech Projects,-2.00
08/08/2025,INV3928,Tax Invoice,Vortron System Mauritius Ltd,-2.00
07/10/2025,INV4069,Tax Invoice,Matla Solution Group,-10.00
07/10/2025,CRN1061,Credit Note,Matla Solution Group,10.00
13/10/2025,SIV3498,Supplier Invoice,Attenu-Tec HVAC Parts,2.00
15/10/2025,INV4093,Tax Invoice,Vortron System Mauritius Ltd,-6.00
15/10/2025,INV4093,Tax Invoice,Vortron System Mauritius Ltd,-4.00
17/10/2025,INV4098,Tax Invoice,Chabo & Joubert Air Conditioning (Pty) Ltd,-2.00
17/10/2025,CRN1058,Credit Note,Chabo & Joubert Air Conditioning (Pty) Ltd,2.00
17/10/2025,INV4207,Tax Invoice,CHABO AND JOUBERT AIR CONDITIONING HOLDINGS (PTY) LTD,-2.00
24/10/2025,INV4139,Tax Invoice,LJ Trading & Projects (Pty) Ltd,-2.00
11/11/2025,SIV3630,Supplier Invoice,ULTIMATENG (PTY) LTD,16.00
18/11/2025,INV4206,Tax Invoice,Chabo & Joubert Air Conditioning (Pty) Ltd,-2.00
26/11/2025,INV4247,Tax Invoice,Neobionomics Services Pty Ltd,-2.00
26/11/2025,INV4248,Tax Invoice,Neobionomics Services Pty Ltd,-2.00
03/12/2025,INV4265,Tax Invoice,Sunfox106cc t/a Execuair,-1.00
11/02/2026,SIV3728,Supplier Invoice,GALVAGLOW (PTY) LTD,1.00
20/03/2026,INV4490,Tax Invoice,ZEFS More Vision,-1.00
24/03/2026,INV4499,Tax Invoice,ST AIR SERVICES AND MAINTENANCE (PTY) LTD,-4.00
25/03/2026,INV4510,Tax Invoice,Rey & Lenferna Ltd,-2.00
31/03/2026,INV4519,Tax Invoice,barloworld Power,-12.00
Total for Item:,800CF - 800 Diam Counter Flange,,,178.00
800CFUG - 800 Diam Counter Flange Ungalvanised
10/12/2025,SIV3713,Supplier Invoice,ULTIMATENG (PTY) LTD,8.00
09/01/2026,Opening Balance,Opening Balance,,8.00
23/01/2026,SIV3716,Supplier Invoice,ULTIMATENG (PTY) LTD,20.00
29/01/2026,SIV3766,Supplier Invoice,ULTIMATENG (PTY) LTD,4.00
Total for Item:,800CFUG - 800 Diam Counter Flange Ungalvanised,,,40.00
800FC - 800 Diam Flexible Connection
07/10/2025,INV4069,Tax Invoice,Matla Solution Group,-5.00
07/10/2025,CRN1061,Credit Note,Matla Solution Group,5.00
Total for Item:,800FC - 800 Diam Flexible Connection,,,0.00
800HVJ-2S - 800 Diam Vertical Discharge Unit
19/07/2024,SIV2399,Supplier Invoice,Attenu-Tec HVAC Parts,2.00
08/10/2024,SIV2577,Supplier Invoice,Attenu-Tec HVAC Parts,1.00
15/10/2024,INV3335,Tax Invoice,DRAKE & GORHAM (Zambia) Ltd.,-1.00
Total for Item:,800HVJ-2S - 800 Diam Vertical Discharge Unit,,,2.00
800IC - Inlet Cone
19/03/2026,SIV3822,Supplier Invoice,Attenu-Tec HVAC Parts,4.00
24/03/2026,INV4499,Tax Invoice,ST AIR SERVICES AND MAINTENANCE (PTY) LTD,-4.00
Total for Item:,800IC - Inlet Cone,,,0.00
800IMP - Spare Impeller
10/06/2024,INV3071,Tax Invoice,Mega Winds,-1.00
03/12/2024,INV3460,Tax Invoice,OFS Rewinds,-1.00
14/04/2025,INV3691,Tax Invoice,Arta Masjinerie ,-1.00
11/12/2025,INV4293,Tax Invoice,LJ Trading & Projects (Pty) Ltd,-1.00
Total for Item:,800IMP - Spare Impeller,,,-4.00
800MBP07 - 1-0350-240 P07 - 800 Motor Bracket
19/07/2024,Opening Balance,Opening Balance,,16.00
01/08/2024,SIV2435,Supplier Invoice,Mafilisti Trading and Projects (Pty) Ltd,8.00
15/04/2025,SIV2977,Supplier Invoice,Kart Shop TA Ultimate Laser Cutting,4.00
15/04/2025,SIV2977,Supplier Invoice,Kart Shop TA Ultimate Laser Cutting,16.00
11/11/2025,SIV3630,Supplier Invoice,ULTIMATENG (PTY) LTD,48.00
26/02/2026,SIV3760,Supplier Invoice,GALVAGLOW (PTY) LTD,35.00
Total for Item:,800MBP07 - 1-0350-240 P07 - 800 Motor Bracket,,,127.00
800MF - 800 Diam Mounting Feet
13/09/2021,Opening Balance,Opening Balance,,100.00
30/09/2021,INV0000119,Tax Invoice,Airgro (Pty) Ltd,-8.00
30/09/2021,SIV0000039,Supplier Invoice,Air Speration,8.00
08/12/2021,SIV1026,Supplier Invoice,Air Speration,4.00
15/12/2021,INV1140,Tax Invoice,Airgro (Pty) Ltd,-2.00
15/12/2021,SIV1032,Supplier Invoice,Air Speration,2.00
25/03/2022,INV1290,Tax Invoice,Elmecair (Pty) Ltd,-4.00
25/03/2022,INV1290,Tax Invoice,Elmecair (Pty) Ltd,-4.00
25/03/2022,SIV1089,Supplier Invoice,Air Speration,4.00
25/03/2022,SIV1089,Supplier Invoice,Air Speration,4.00
01/11/2022,SIV1392,Supplier Invoice,Air Speration,17.00
01/11/2022,SIV1393,Supplier Invoice,Air Speration,2.00
04/11/2022,INV1789,Tax Invoice,Intervent-Universal (Pty) Ltd,-2.00
10/11/2022,INV1803,Tax Invoice,AC Electromech Maintenance Service 101 (PTY) LTD,-20.00
16/03/2023,SIV1675,Supplier Invoice,Air Speration,12.00
29/08/2023,SIV1898,Supplier Invoice,Air Speration,2.00
31/08/2023,INV2426,Tax Invoice,Systematic Air cc,-2.00
22/11/2023,INV2645,Tax Invoice,Midrand Air Services (Pty) Ltd,-2.00
23/11/2023,SIV2055,Supplier Invoice,Air Speration,4.00
24/11/2023,INV2657,Tax Invoice,Midrand Air Services (Pty) Ltd,-2.00
08/12/2023,INV2704,Tax Invoice,Aircontech Technologies,-4.00
11/12/2023,SIV2111,Supplier Invoice,Attenu-Tec HVAC Parts,4.00
02/04/2024,SIV2238,Supplier Invoice,Attenu-Tec HVAC Parts,4.00
19/04/2024,INV2965,Tax Invoice,South Seas,-4.00
11/06/2024,INV3072,Tax Invoice,St. Air Projects and Engineering (Pty) Ltd,-4.00
11/06/2024,INV3072,Tax Invoice,St. Air Projects and Engineering (Pty) Ltd,-4.00
11/06/2024,SIV2306,Supplier Invoice,Attenu-Tec HVAC Parts,8.00
19/07/2024,INV3153,Tax Invoice,Prospec Engineering,-4.00
19/07/2024,INV3153,Tax Invoice,Prospec Engineering,-4.00
19/07/2024,INV3153,Tax Invoice,Prospec Engineering,-4.00
19/07/2024,SIV2399,Supplier Invoice,Attenu-Tec HVAC Parts,12.00
23/07/2024,INV3168,Tax Invoice,Butec,-4.00
26/07/2024,SIV2422,Supplier Invoice,Attenu-Tec HVAC Parts,4.00
30/08/2024,SIV2497,Supplier Invoice,Mafilisti Trading and Projects (Pty) Ltd,4.00
06/09/2024,INV3262,Tax Invoice,Aircontech Technologies,-4.00
02/10/2024,INV3306,Tax Invoice,D-Teq Air (Pty) Ltd,-4.00
02/10/2024,SIV2564,Supplier Invoice,Attenu-Tec HVAC Parts,4.00
27/11/2024,SIV2696,Supplier Invoice,Attenu-Tec HVAC Parts,4.00
