Code,Description,Type,Category,Supplier,On Hand,Demand,Min,On Order,Lead,Status,   Avg Cost   , Total ,
KSA-250-4K-M,KSA-250-4K-M,,,,0,,,0,,,   R                         -    ,   R                             -    ,
KSA-300-4K-M,KSA-300-4K-M,,FM - KAYITES,,0,,,0,,,   R                         -    ,   R                             -    ,
KSA-350-4K-M,KSA-350-4K-M,,FM - KAYITES,,0,,,0,,,   R                         -    ,   R                             -    ,
KSA4004M,KSA-400-4K-M-220V,,FM - KAYITES,,1,,,0,,, R1 520.58 , R9 123.48 ,
KSA4004T,KSA-400-4K-T-380V,,FM - KAYITES,,0,,,0,,, R1 520.58 , R4 561.74 ,
KSA4504M,KSA-450-4K-M-220V,,FM - KAYITES,,0,,,0,,,   R                         -    ,   R                             -    ,
KSA4504T,KSA-450-4K-T-380V,,FM - KAYITES,,0,,,0,,,   R                         -    ,   R                             -    ,
KSA5004M,KSA-500-4K-M-220V,,FM - KAYITES,,0,,,0,,, R1 547.46 ,   R                             -    ,
KSA5004T,KSA-500-4K-T-380V,,FM - KAYITES,,0,,,0,,, R928.48 ,   R                             -    ,
KSA5504M,KSA-550-4K-M-220V,,FM - KAYITES,,0,,,0,,,   R                         -    ,   R                             -    ,
KSA5504T,KSA-550-4K-T-380V,,FM - KAYITES,,0,,,0,,,   R                         -    ,   R                             -    ,
KSA6004M,KSA-600-4K-M-220V,,FM - KAYITES,,0,,,0,,,   R                         -    ,   R                             -    ,
KSA6004T,KSA-600-4K-T-380V,,FM - KAYITES,,0,,,0,,,   R                         -    ,   R                             -    ,
KSB 150,INLINE SILENT FAN,,,,0,,,0,,,   R                         -    ,   R                             -    ,
KSB250,KSB250,,Vents,,0,,,0,,, R1 922.90 ,   R                             -    ,
KUL,1/200 X 200 back draft damper,,,,0,,,0,,, R900.00 , R27 000.00 ,
L10101101,CA 100 VO - D Two Speed - Plastic,,FM - VORTICE,,0,,,0,,,   R                         -    ,   R                             -    ,
L10101126,CA 125 VO - D Two Speed - Plastic,,FM - VORTICE,,0,,,0,,,   R                         -    ,   R                             -    ,
L10101151,CA 150 VO - D Two Speed - Plastic,,FM - VORTICE,,0,,,0,,,   R                         -    ,   R                             -    ,
L10101200,CA 200Q VO Lower Volume In-Line Tube Fan Plastic Casin,,FM - VORTICE,,0,,,0,,,   R                         -    ,   R                             -    ,
L10101250,CA 250 VO In-Line Tube Fan Plastic Casing,,FM - VORTICE,,0,,,0,,,   R                         -    ,   R                             -    ,
L10101315,CA 315 VO In-Line Tube Fan Plastic Casing,,FM - VORTICE,,0,,,0,,,   R                         -    ,   R                             -    ,
L10101317,CA 355,,FM - VORTICE,,0,,,0,,,   R                         -    ,   R                             -    ,
L20300630,24 - 630mm Louvre Shutter Size 756 X 756,,,,0,,,0,,,   R                         -    ,   R                             -    ,
L54202182,CMA 218-2T,,,,0,,,0,,, R2 399.64 , R14 397.84 ,
Labour.,Repair Dasqua 1012-2010-A COMBINATION SET SQUARE,,,,0,,,0,,,   R                         -    ,   R                             -    ,
Laptop,Lenovo AMD RYZEN 7 (i7) 7730U 2.0GHz -8GB ram 512GB 15.6 ich FHD battery 3 Cell,,,,0,,,0,,, R11 999.00 , R11 999.00 ,
Laser Cutting -,Program 1 Cutting & Bending,,,,0,,,0,,, R4 550.00 ,   R                             -    ,
LCE 250,Extractor Ceiling Fan 250mm 220v,,,,0,,,0,,, R344.00 , R6 880.00 ,
LCF- 56,900mm Ceiling Sweep Fan,,,,0,,,0,,,   R                         -    ,   R                             -    ,
LDA9B710,LDA9B - Allumium bladed Impeller - Form B to suit 1.1kw 4Pole motor,,FM - CFW FANS,,0,,,0,,, R1 737.00 , R6 948.00 ,
LDP 560/250/12/1440/,Form B - Blade Angle 15 Deg,,,,0,,,0,,, R1 729.00 , R5 187.00 ,
LEGESSS-COT135-100-03-M,LEGENDARY SHORT SLEEVE SHIRT BLUE M,,,,0,,,0,,, R520.87 , R520.87 ,
LEGESSS-COT135-101-03-M,LEGENDARY SHORT SLEEVE SHIRT NAVY M,,,,0,,,0,,, R520.87 , R1 562.61 ,
LEGESSS-COT135-914-04-L,LEGENDARY SHORT SLEEVE SHIRT FATIGUE L,,,,0,,,0,,, R520.87 , R520.87 ,
LEGESSS-MCNAST-M45-03-M,LEGENDARY TWO-TONE SHORT SLEEVE SHIRT - NAVY/STONE M,,,,0,,,0,,, R520.87 , R2 083.48 ,
LEGESSS-MCNAST-M45-04-L,LEGENDARY TWO-TONE SHORT SLEEVE SHIRT NAVY/STONE L,,,,0,,,0,,, R520.87 , R520.87 ,
LFC,LFC 450 SISW CL-1 Arrgt 1A,,,,0,,,0,,,   R                         -    ,   R                             -    ,
LS250,LOUVER SHUTTER Alum. 9,,FM - DONKIN,,0,,,0,,, R518.48 , R4 666.32 ,
LS315,LOUVER SHUTTER Alum. 12,,FM - DONKIN,,0,,,0,,, R437.68 , R3 501.44 ,
LS400,LOUVRE SHUTTER 15'',,FM - DONKIN,,0,,,0,,, R555.74 ,   R                             -    ,
LS500,LOUVRE SHUTTER Alum. 18,,FM - DONKIN,,0,,,0,,, R724.50 ,   R                             -    ,
LS630,LOUVRE SHUTTER Alum. 24,,FM - DONKIN,,0,,,0,,, R974.05 , R5 844.30 ,
LT10-3SPD,LT10 - 3-Step Speed Controller 10Amp,,,,0,,,0,,,   R                         -    ,   R                             -    ,
M10 DIN 934 GRADE 8.8 HEX NUT Z/BLUE 10 934 GR8 ZB,M10 DIN 934 GRADE 8.8 HEX NUT Z/BLUE 10 934 GR8 ZB,,,,0,,,0,,, R0.65 , R916.50 ,
M10 FLAT WASHER (10 .5i/dx20o/dxthk) S/S A2,M10 Flat Washer S/S A2,,,,0,,,0,,, R0.40 , R144.00 ,
M10 FLAT WASHER DIN 125A ZINC BLUE (10 .5i/dx20o/dxthk) 10 125A ZB,M10 FLAT WASHER DIN 125A ZINC BLUE (10 .5i/dx20o/dxthk) 10 125A ZB,,,,0,,,0,,, R0.20 , R568.00 ,
M10 Nylock Nut,M10 Nylock Nut Zinc Blue(Silver),,,,0,,,0,,, R1.10 , R638.00 ,
M10*1 M/S THREADED ROD Z/BLUE 10X1 975 ZB,M10*1 M/S THREADED ROD Z/BLUE 10X1 975 ZB,,,,0,,,0,,, R20.00 , R160.00 ,
M10*16,M10*16 HT HEX SET SCREW,,,,0,,,0,,, R1.88 , R3 496.80 ,
M10*25 HT HEX SET SCREW Z/BLUE 10X25 933 8.8 ZB,M10*25 HT HEX SET SCREW Z/BLUE 10X25 933 8.8 ZB,,,,0,,,0,,, R1.80 , R2 070.00 ,
M10X25,HEX SET SCREW - S/S 304 - A2,,,,0,,,0,,, R2.25 , R1 080.00 ,
M10X25X2 FLAT WASHER Z/BLUE 10X25X2 OLD ZB,M10X25X2 FLAT WASHER Z/BLUE 10X25X2 OLD ZB,,,,0,,,0,,, R0.50 , R1 675.00 ,
M10X35,Hex Bolts zinc Blue(Silver),,,,0,,,0,,, R1.80 , R612.00 ,
M10X40,HT HEX SET SCREWS,,,,0,,,0,,, R3.17 , R1 711.80 ,
M10X45,M10X45 HT HEX SET SCREWS,,,,0,,,0,,, R2.60 , R780.00 ,
M10X65,M10X65 HT HEX SET SCREWS,,,,0,,,0,,, R4.00 , R160.00 ,
M12,HEX NUT ZINC BLUE,,,,0,,,0,,, R1.13 , R2 825.00 ,
M12 S/S,M12 FLAT WASHER - S/S A2 - 304,,,,0,,,0,,, R0.80 , R192.00 ,
M12*120,HEX SET SCREW,,,,0,,,0,,,   R                         -    ,   R                             -    ,
M12*20 HT HEX SET SCREW Z/BLUE 12X20 933 8.8 ZB,M12*20 HT HEX SET SCREW Z/BLUE 12X20 933 8.8 ZB,,,,0,,,0,,, R3.00 , R2 160.00 ,
M12*40,M12*40 HT HEX NUT Z/BLUE,,,,0,,,0,,, R4.92 , R2 558.40 ,
M12*60,M12X60 HT HEX SET SCREW Z/BLUE -Silver,,,,0,,,0,,, R4.97 , R3 777.20 ,
M12*90,HEX SET SCREW,,,,0,,,0,,, R6.42 , R6 034.80 ,
M12X16,M12X16 HT HEX SET SCREWS,,,,0,,,0,,, R7.17 , R5 019.00 ,
M12X25,M12*25 HT HEX SET SCREW Z/BLUE 12X25 933 8.8 ZB,,,,0,,,0,,, R3.00 , R2 820.00 ,
M12X30X3 FLAT WASHER Z/BLUE 12X30X3 OLD ZB,M12X30X3 FLAT WASHER Z/BLUE 12X30X3 OLD ZB,,,,0,,,0,,, R0.80 , R3 120.00 ,
M12X35,M12X35 HT Hex Set Screws,,,,0,,,0,,, R3.00 , R720.00 ,
M14 FLAT WASHER DIN 125A ZINC BLUE (15i / d X 28o/d X 2.5thk) 14 125A ZB,M14 FLAT WASHER DIN 125A ZINC BLUE (15i / d X 28o/d X 2.5thk) 14 125A ZB,,,,0,,,0,,, R0.60 , R18.00 ,
M14 HT NYLOCK NUT 14 985 GR8,M14 HT NYLOCK NUT 14 985 GR8,,,,0,,,0,,, R1.30 , R39.00 ,
M14*50 HT HEX SET SCREW Z/BLUE 14X50 933 8 . 8 ZB,M14*50 HT HEX SET SCREW Z/BLUE 14X50 933 8 . 8 ZB,,,,0,,,0,,, R8.00 , R240.00 ,
M16 FLAT WASHER DIN (17i/d X 30o/d 3thk) S/S A2,M16 FLAT WASHER DIN (17i/d x 30o/d X 3thk) S/S A2,,,,0,,,0,,, R1.30 , R468.00 ,
M16 FLAT WASHER DIN 125A ZINC BLUE (17i/d X 30o/d 3thk) 16 125A ZB,M16 FLAT WASHER DIN 125A ZINC BLUE (17i/d X 30o/d 3thk) 16 125A ZB,,,,0,,,0,,, R0.80 , R4 385.60 ,
M16 GR8 HEX NUT Z/BLUE 16 934 GR8 ZB,M16 GR8 HEX NUT Z/BLUE 16 934 GR8 ZB,,,,0,,,0,,, R1.80 , R7 063.20 ,
M16 HEX,M16 HEX NUT HOT DIP GALV,,,,0,,,0,,, R2.00 , R8.00 ,
M16 LOCK NUT,M16 HT LOCK NUT,,,,0,,,0,,, R1.80 , R540.00 ,
M16*1,MM16*1 M/S THREADED ROD Z/BLUE - 16*1 975 ZB,,,,0,,,0,,, R75.00 , R2 250.00 ,
M16*110,M16*110 GR8.8 HEX BOLT HOT,,,,0,,,0,,, R20.00 , R80.00 ,
M16*110 HT SET SCREW 16X110 933 8.8,M16*110 HT SET SCREW 16X110 933 8.8,,,,0,,,0,,,   R                         -    ,   R                             -    ,
M16*120 HT HEX SET SCREW,M16*120 HT HEX SET SCREW 16X120 933 8.8,,,,0,,,0,,, R18.06 , R23 478.00 ,
M16*20,M16*20 Hex Set Screws,,,,0,,,0,,, R7.14 , R2 998.80 ,
M16*40 HT HEX SET SCREW 8 . 8 Z/BLUE 16X40 933 8 . 8 ZB,M16*40 HT HEX SET SCREW 8 . 8 Z/BLUE 16X40 933 8 . 8 ZB,,,,0,,,0,,, R6.00 , R1 920.00 ,
M16X110 HT SET SCREW 16X110 933 8.8,M16X110 HT SET SCREW 16X110 933 8.8,,,,0,,,0,,, R20.00 , R200.00 ,
M16X130 HT,M16X130 HT SET SCREW MECH,,,,0,,,0,,, R65.00 , R130.00 ,
M16X90,M16X90 HT HEX SET SCREWS Z/BLUE,,,,0,,,0,,, R12.00 , R3 600.00 ,
M20 DIN 580 TESTED EYE BOLT GALV M20EYE OLD,M20 DIN 580 TESTED EYE BOLT GALV M20EYE OLD,,,,0,,,0,,, R43.15 , R345.20 ,
M20*20 GRUB SCREW Z/BLUE 20X20 916 14.9 ZB,M20*20 GRUB SCREW Z/BLUE 20X20 916 14.9 ZB,,,,0,,,0,,, R8.00 , R16.00 ,
M5 HT NUT Z/BLUE 5 934 GR8 ZB,M5 HT NUT Z/BLUE 5 934 GR8 ZB,,,,0,,,0,,, R0.15 , R202.50 ,
M5*16 HT HEX SET SCREW Z/BLUE 5X16 933 8.8 ZB,M5*16 HT HEX SET SCREW Z/BLUE 5X16 933 8.8 ZB,,,,0,,,0,,, R0.37 , R377.40 ,
M5*45 HT HEX SET SCREW 5X45 933 8 . 8,M5*45 HT HEX SET SCREW 5X45 933 8 . 8,,,,0,,,0,,, R0.92 , R239.20 ,
M5001-,Majax-2 500 20.C.8 Mancooler c/w 2.2 kW 2P 525V With Start/Stop Box,,,,0,,,0,,, R18 017.61 , R18 017.61 ,
M5X16X1.5,HT Flat washer,,,,0,,,0,,, R0.15 , R135.00 ,
M5X25,HEX SET SCREW - S/S 304 - A2,,,,0,,,0,,, R0.90 , R216.00 ,
M6 (6.4 X12X1.6) FLAT WASHER DIN 125A ZINC BLUE,M6 (6.4 X12X1.6) FLAT WASHER DIN 125A ZINC BLUE,,,,0,,,0,,, R0.08 , R392.00 ,
M6 HT HEX NUT Z/BLUE 6 934 GR8 ZB,M6 HT HEX NUT Z/BLUE 6 934 GR8 ZB,,,,0,,,0,,, R0.12 , R84.00 ,
M6 HT NYLOCK NUT,M6 HT NYLOCK NUT,,,,0,,,0,,, R0.20 , R530.00 ,
M6*16 CSK ALLEN CAP SCREW MECHANICAL YELLOW 6X16 7991 10.9 MY,M6*16 CSK ALLEN CAP SCREW MECHANICAL YELLOW 6X16 7991 10.9 MY,,,,0,,,0,,, R6.00 , R180.00 ,
M6*16 HT HEX SET SCREW ENVIROPAS 6X16 933 8.8 EN,M6*16 HT HEX SET SCREW ENVIROPAS 6X16 933 8.8 EN,,,,0,,,0,,, R0.59 , R531.00 ,
M6*25,M6*25 HT HEX SET SCREW S/S A2,,,,0,,,0,,, R1.00 , R300.00 ,
M6*25 HT HEX SET SCREW Z/BLUE,M6*25 HT HEX SET SCREW Z/BLUE,,,,0,,,0,,, R0.65 , R2 015.00 ,
M6*35 HT SET SCREW Z/BLUE 6X35 933 8.8 ZB,M6*35 HT SET SCREW Z/BLUE 6X35 933 8.8 ZB,,,,0,,,0,,, R0.80 , R80.00 ,
M6X20X2,M6x20x2 - Flat Washer Zinc Blue,,Accessories,,0,,,0,,, R0.30 , R300.00 ,
M8 . 4*20*3 FLAT WASHER Z/BLUE 8X20X3 OLD ZB,M8 . 4*20*3 FLAT WASHER Z/BLUE 8X20X3 OLD ZB,,,,0,,,0,,, R1.80 , R1 260.00 ,
M8 ANCHOR BOLTS,M8 ANCHOR BOLTS,,,,0,,,0,,, R5.00 , R100.00 ,
M8 FLAT WASHER DIN 125A ZINC BLUE (8 . 4ID*16OD*1.6THICK) 8 125A ZB,M8 FLAT WASHER DIN 125A ZINC BLUE (8 . 4ID*16OD*1.6THICK) 8 125A ZB,,,,0,,,0,,, R0.12 , R312.00 ,
M8 HT NYLOCK NUT 8 985 GR8,M8 HT NYLOCK NUT 8 985 GR8,,,,0,,,0,,, R0.30 , R585.00 ,
M8 NUT,M8 HEX NUT ZINC/BLUE,,,,0,,,0,,, R0.40 , R120.00 ,
M8*16,M8*16 HT SET SCREW S/S A2,,,,0,,,0,,, R1.20 , R360.00 ,
M8*16 HT SET SCREW Z/BLUE,M8*16 HT SET SCREW Z/BLUE,,,,28,,,0,,, R0.93 , R1 385.70 ,
M8*25 HT HEX 8 . 8 SET SCREW Z/BLUE 8X25 933 8 . 8 ZB,M8*25 HT HEX 8 . 8 SET SCREW Z/BLUE 8X25 933 8 . 8 ZB,,,,23,,,0,,, R1.00 , R900.00 ,
M8X25,HEX SET SCREW - S/S 304 - A2,,,,18,,,4,,, R1.50 , R360.00 ,
M8X70,M8X70 HT HEX SET SCREWS ZINC/BLUE,,,,26,,,2,,, R2.00 , R1 040.00 ,
Majax-2 400 15.B.8 IM,Impeller,,,,25,,,9,,,   R                         -    ,   R                             -    ,
Majax-2 400-15-B-8 Bifucated,T200 c/w 1.1kw 2P 400V,,,,18,,,8,,,   R                         -    ,   R                             -    ,
Majax-2 630.20.D.4,Speed Controller,,,,24,,,8,,,   R                         -    ,   R                             -    ,
Man Cooler,600mm c/w 1.5kw 220v,,,,3,,,0,,,   R                         -    ,   R                             -    ,
MANUFACTURE RAW CASINGS,RAW CASING,,,,0,,,0,,, R1 845.90 , R97 832.70 ,
MaxfloA 710/150/5,c/w1.5kw 4Pole 380V,,,,0,,,0,,,   R                         -    ,   R                             -    ,
MaxfloP 710/150/5,c/w 1.5kw 4Pole 380V,,,,0,,,0,,,   R                         -    ,   R                             -    ,
MB315,315diam mounting brackets,,,,0,,,0,,, R172.00 , R344.00 ,
MB400,400diam mounting brackets,,,,0,,,0,,, R187.00 , R374.00 ,
MB500,500diam mounting brackets,,,,0,,,0,,, R208.00 , R208.00 ,
MB560,560diam mounting brackets,,,,0,,,0,,, R223.00 , R223.00 ,
MB800,800diam mounting brackets,,,,0,,,0,,, R439.00 , R439.00 ,
MF,Mounting Feet,,,,0,,,0,,,   R                         -    ,   R                             -    ,
MF125011006,"MFAJAX-3 1250 c/w 11,00KW 6P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MF125015006,"MFAJAX-3 1250 c/w 15,00KW 6P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MF125018506,"MFAJAX-3 1250 c/w 18,50KW 6P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MF12502206,"MFAJAX-3 1250 c/w 2,20KW 6P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MF12503006,"MFAJAX-3 1250 c/w 3,00KW 6P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MF12504006,"MFAJAX-3 1250 c/w 4,00KW 6P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MF12504008,"MFAJAX-3 1250 c/w 4,00KW 8P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MF12505506,"MFAJAX-3 1250 c/w 5,50KW 6P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MF12505508,"MFAJAX-3 1250 c/w 5,50KW 8P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MF12507506,"MFAJAX-3 1250 c/w 7,50KW 6P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MF12507508,"MFAJAX-3 1250 c/w 7,50KW 8P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MFA100011004,"MAXFLO 1000/250/14 A c/w 11,00KW 4P 380V",,FM - DONKIN,,0,,,0,,, R3 774.00 , R3 774.00 ,
MFA100015004,"MAXFLO 1000/250/14 A c/w 15,00KW 4P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MFA100018504,"MAXFLO 1000/250/14 A c/w 18,50KW 4P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MFA10002206,"MAXFLO 1000/250/14 A c/w 2,20KW 6P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MFA10003006,"MAXFLO 1000/250/14 A c/w 3,00KW 6P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MFA10004004,"MAXFLO 1000/250/14 A c/w 4,00KW 4P 380V",,FM - DONKIN,,0,,,0,,, R11 554.27 , R11 554.27 ,
MFA10004006,"MAXFLO 1000/250/14 A c/w 4,00KW 6P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MFA10005504,"MAXFLO 1000/250/14 A c/w 5,50KW 4P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MFA10005506,"MAXFLO 1000/250/14 A c/w 5,50KW 6P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MFA10007504,"MAXFLO 1000/250/14 A c/w 7,50KW 4P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MFA3150186,"MAXFLO 315/150/10 A c/w 0,18KW 6P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MFA3150552,"MAXFLO 315/150/10 A c/w 0,55KW 2P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MFA3150752,"MAXFLO 315/150/10 A c/w 0,75KW 2P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MFA4000374,"MAXFLO 400/150/10 A c/w 0,37KW 4P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MFA4000552,"MAXFLO 400/150/10 A c/w 0,55KW 2P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MFA4000554,"MAXFLO 400/150/10 A c/w 0,55KW 4P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MFA4000556,"MAXFLO 400/150/10 A c/w 0,55KW 6P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MFA4000752,"MAXFLO 400/150/10 A c/w 0,75KW 2P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MFA4001102,"MAXFLO 400/150/10 A c/w 1,10KW 2P 380V",,FM - DONKIN,,0,,,0,,, R7 100.00 ,   R                             -    ,
MFA4002202,"MAXFLO 400/150/10 A c/w 2,20KW 2P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MFA5000554,"MAXFLO 500/150/10 A c/w 0,55KW 4P 380V",,FM - DONKIN,,0,,,0,,, R5 824.76 ,   R                             -    ,
MFA5000556,"MAXFLO 500/150/10 A c/w 0,55KW 6P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MFA5000754,"MAXFLO 500/150/10 A c/w 0,75KW 4P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MFA5001102,"MAXFLO 500/150/10 A c/w 1,10KW 2P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MFA5001104,"MAXFLO 500/150/10 A c/w 1,10KW 4P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MFA5001504,"MAXFLO 500/150/10 A c/w 1,50KW 4P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MFA5002202,"MAXFLO 500/150/10 A c/w 2,20KW 2P 380V",,FM - DONKIN,,0,,,0,,, R8 942.15 , R8 942.15 ,
MFA5004002,"MAXFLO 500/150/10 A c/w 4,00KW 2P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MFA90011004,"MAXFLO 900/250/14 A c/w 11,00KW 4P 380V",,FM - DONKIN,,0,,,0,,, R8 127.20 , R8 127.20 ,
MFA9001506,"MAXFLO 900/250/14 A c/w 1,50KW 6P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MFA9002204,"MAXFLO 900/250/14 A c/w 2,20KW 4P 380V",,FM - DONKIN,,0,,,0,,, R8 127.20 , R8 127.20 ,
MFA9003004,"MAXFLO 900/250/14 A c/w 3,00KW 4P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MFA9003006,"MAXFLO 900/250/14 A c/w 3,00KW 6P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MFA9004004,"MAXFLO 900/250/14 A c/w 4,00KW 4P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MFA9004006,"MAXFLO 900/250/14 A c/w 4,00KW 6P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MFA9005504,"MAXFLO 900/250/14 A c/w 5,50KW 4P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MFA9007504,"MAXFLO 900/250/14 A c/w 7,50KW 4P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MFAY5600256,"MAXFLO 560/150/10 A c/w 0,25KW 6P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MFAY5600374,"MAXFLO 560/150/10 A c/w 0,37KW 4P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MFAY5600554,"MAXFLO 560/150/10 A c/w 0,55KW 4P 380V",,FM - DONKIN,,0,,,0,,, R5 685.45 ,   R                             -    ,
MFAY5600556,"MAXFLO 560/150/10 A c/w 0,55KW 6P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
